index ,code        ,current     ,time
 1788 ,159635.XSHE ,     0.949  ,2024-03-19 15:00:00
 1789 ,159636.XSHE ,     0.712  ,2024-03-19 15:00:00
 1790 ,159637.XSHE ,     0.57   ,2024-03-19 15:00:00
 1791 ,159638.XSHE ,     0.715  ,2024-03-19 15:00:00
 1792 ,159639.XSHE ,     0.714  ,2024-03-19 15:00:00
 1793 ,159640.XSHE ,     0.712  ,2024-03-19 15:00:00
 1794 ,159641.XSHE ,     0.734  ,2024-03-19 15:00:00
 1795 ,159642.XSHE ,     0.729  ,2024-03-19 15:00:00
 1796 ,159643.XSHE ,     0.715  ,2024-03-19 15:00:00
 1797 ,159645.XSHE ,     0.808  ,2024-03-19 15:00:00
 1798 ,159646.XSHE ,     0.724  ,2024-03-19 15:00:00
 1799 ,159647.XSHE ,     1.048  ,2024-03-19 15:00:00
 1800 ,159649.XSHE ,   104.204  ,2024-03-19 15:00:00
 1801 ,159650.XSHE ,   103.493  ,2024-03-19 15:00:00
 1802 ,159651.XSHE ,   103.293  ,2024-03-19 15:00:00
 1803 ,159652.XSHE ,     0.876  ,2024-03-19 15:00:00
 1804 ,159653.XSHE ,     0.898  ,2024-03-19 15:00:00
 1805 ,159655.XSHE ,     1.357  ,2024-03-19 15:00:00
 1806 ,159656.XSHE ,     0.781  ,2024-03-19 15:00:00
 1807 ,159657.XSHE ,     0.764  ,2024-03-19 15:00:00
 1808 ,159658.XSHE ,     0.947  ,2024-03-19 15:00:00
 1809 ,159659.XSHE ,     1.376  ,2024-03-19 15:00:00
 1810 ,159660.XSHE ,     1.414  ,2024-03-19 15:00:00
 1811 ,159661.XSHE ,     1.017  ,2024-03-19 15:00:00
 1812 ,159662.XSHE ,     0.909  ,2024-03-19 15:00:00
 1813 ,159663.XSHE ,     0.954  ,2024-03-19 15:00:00
 1814 ,159665.XSHE ,     0.907  ,2024-03-19 15:00:00
 1815 ,159666.XSHE ,     0.878  ,2024-03-19 15:00:00
 1816 ,159667.XSHE ,     0.946  ,2024-03-19 15:00:00
 1817 ,159669.XSHE ,     0.996  ,2024-03-19 15:00:00
 1818 ,159670.XSHE ,     0.946  ,2024-03-19 15:00:00
 1819 ,159671.XSHE ,     0.704  ,2024-03-19 15:00:00
 1820 ,159672.XSHE ,     0.839  ,2024-03-19 15:00:00
 1821 ,159673.XSHE ,     0.932  ,2024-03-19 15:00:00
 1822 ,159675.XSHE ,     0.796  ,2024-03-19 15:00:00
 1823 ,159676.XSHE ,     0.799  ,2024-03-19 15:00:00
 1824 ,159677.XSHE ,     0.929  ,2024-03-19 15:00:00
 1825 ,159678.XSHE ,     0.924  ,2024-03-19 15:00:00
 1826 ,159679.XSHE ,     0.84   ,2024-03-19 15:00:00
 1827 ,159680.XSHE ,     0.957  ,2024-03-19 15:00:00
 1828 ,159681.XSHE ,     0.795  ,2024-03-19 15:00:00
 1829 ,159682.XSHE ,     0.784  ,2024-03-19 15:00:00
 1830 ,159683.XSHE ,     0.881  ,2024-03-19 15:00:00
 1831 ,159685.XSHE ,     0.828  ,2024-03-19 15:00:00
 1832 ,159686.XSHE ,     0.914  ,2024-03-19 15:00:00
 1833 ,159687.XSHE ,     1.188  ,2024-03-19 15:00:00
 1834 ,159688.XSHE ,     0.709  ,2024-03-19 15:00:00
 1835 ,159689.XSHE ,     0.839  ,2024-03-19 15:00:00
 1836 ,159690.XSHE ,     0.996  ,2024-03-19 15:00:00
 1837 ,159691.XSHE ,     1.05   ,2024-03-19 15:00:00
 1838 ,159692.XSHE ,     0.972  ,2024-03-19 15:00:00
 1839 ,159693.XSHE ,     1.119  ,2024-03-19 15:00:00
 1840 ,159695.XSHE ,     1.052  ,2024-03-19 15:00:00
 1841 ,159696.XSHE ,     1.202  ,2024-03-19 15:00:00
 1842 ,159697.XSHE ,     1.009  ,2024-03-19 15:00:00
 1843 ,159698.XSHE ,     0.867  ,2024-03-19 15:00:00
 1844 ,159699.XSHE ,     0.889  ,2024-03-19 15:00:00
 1845 ,159701.XSHE ,     0.696  ,2024-03-19 15:00:00
 1846 ,159703.XSHE ,     0.588  ,2024-03-19 15:00:00
 1847 ,159706.XSHE ,     0.641  ,2024-03-19 15:00:00
 1848 ,159707.XSHE ,     0.61   ,2024-03-19 15:00:00
 1849 ,159708.XSHE ,     0.743  ,2024-03-19 15:00:00
 1850 ,159709.XSHE ,     0.794  ,2024-03-19 15:00:00
 1851 ,159711.XSHE ,     0.846  ,2024-03-19 15:00:00
 1852 ,159712.XSHE ,     0.805  ,2024-03-19 15:00:00
 1853 ,159713.XSHE ,     0.678  ,2024-03-19 15:00:00
 1854 ,159715.XSHE ,     0.613  ,2024-03-19 15:00:00
 1855 ,159716.XSHE ,     0.664  ,2024-03-19 15:00:00
 1856 ,159717.XSHE ,     0.802  ,2024-03-19 15:00:00
 1857 ,159718.XSHE ,     0.579  ,2024-03-19 15:00:00
 1858 ,159719.XSHE ,     1.4    ,2024-03-19 15:00:00
 1859 ,159720.XSHE ,     0.565  ,2024-03-19 15:00:00
 1860 ,159721.XSHE ,     0.647  ,2024-03-19 15:00:00
 1861 ,159723.XSHE ,     0.625  ,2024-03-19 15:00:00
 1862 ,159725.XSHE ,     0.726  ,2024-03-19 15:00:00
 1863 ,159726.XSHE ,     0.885  ,2024-03-19 15:00:00
 1864 ,159728.XSHE ,     0.75   ,2024-03-19 15:00:00
 1865 ,159729.XSHE ,     0.569  ,2024-03-19 15:00:00
 1866 ,159730.XSHE ,     0.882  ,2024-03-19 15:00:00
 1867 ,159731.XSHE ,     0.689  ,2024-03-19 15:00:00
 1868 ,159732.XSHE ,     0.651  ,2024-03-19 15:00:00
 1869 ,159735.XSHE ,     0.533  ,2024-03-19 15:00:00
 1870 ,159736.XSHE ,     0.775  ,2024-03-19 15:00:00
 1871 ,159738.XSHE ,     0.89   ,2024-03-19 15:00:00
 1872 ,159739.XSHE ,     0.911  ,2024-03-19 15:00:00
 1873 ,159740.XSHE ,     0.466  ,2024-03-19 15:00:00
 1874 ,159741.XSHE ,     0.468  ,2024-03-19 15:00:00
 1875 ,159742.XSHE ,     0.476  ,2024-03-19 15:00:00
 1876 ,159743.XSHE ,     0.784  ,2024-03-19 15:00:00
 1877 ,159745.XSHE ,     0.593  ,2024-03-19 15:00:00
 1878 ,159747.XSHE ,     0.863  ,2024-03-19 15:00:00
 1879 ,159748.XSHE ,     0.54   ,2024-03-19 15:00:00
 1880 ,159750.XSHE ,     0.623  ,2024-03-19 15:00:00
 1881 ,159751.XSHE ,     0.601  ,2024-03-19 15:00:00
 1882 ,159752.XSHE ,     0.496  ,2024-03-19 15:00:00
 1883 ,159755.XSHE ,     0.602  ,2024-03-19 15:00:00
 1884 ,159757.XSHE ,     0.494  ,2024-03-19 15:00:00
 1885 ,159758.XSHE ,     0.9    ,2024-03-19 15:00:00
 1886 ,159760.XSHE ,     0.613  ,2024-03-19 15:00:00
 1887 ,159761.XSHE ,     0.483  ,2024-03-19 15:00:00
 1888 ,159763.XSHE ,     0.476  ,2024-03-19 15:00:00
 1889 ,159766.XSHE ,     0.724  ,2024-03-19 15:00:00
 1890 ,159767.XSHE ,     0.492  ,2024-03-19 15:00:00
 1891 ,159768.XSHE ,     0.554  ,2024-03-19 15:00:00
 1892 ,159769.XSHE ,     0.697  ,2024-03-19 15:00:00
 1893 ,159770.XSHE ,     0.77   ,2024-03-19 15:00:00
 1894 ,159773.XSHE ,     0.672  ,2024-03-19 15:00:00
 1895 ,159775.XSHE ,     0.511  ,2024-03-19 15:00:00
 1896 ,159776.XSHE ,     0.775  ,2024-03-19 15:00:00
 1897 ,159777.XSHE ,     0.653  ,2024-03-19 15:00:00
 1898 ,159778.XSHE ,     0.74   ,2024-03-19 15:00:00
 1899 ,159779.XSHE ,     0.609  ,2024-03-19 15:00:00
 1900 ,159780.XSHE ,     0.498  ,2024-03-19 15:00:00
 1901 ,159781.XSHE ,     0.493  ,2024-03-19 15:00:00
 1902 ,159782.XSHE ,     0.497  ,2024-03-19 15:00:00
 1903 ,159783.XSHE ,     0.5    ,2024-03-19 15:00:00
 1904 ,159786.XSHE ,     0.713  ,2024-03-19 15:00:00
 1905 ,159787.XSHE ,     0.653  ,2024-03-19 15:00:00
 1906 ,159788.XSHE ,     0.843  ,2024-03-19 15:00:00
 1907 ,159790.XSHE ,     0.566  ,2024-03-19 15:00:00
 1908 ,159791.XSHE ,     0.837  ,2024-03-19 15:00:00
 1909 ,159792.XSHE ,     0.525  ,2024-03-19 15:00:00
 1910 ,159793.XSHE ,     0.688  ,2024-03-19 15:00:00
 1911 ,159795.XSHE ,     0.788  ,2024-03-19 15:00:00
 1912 ,159796.XSHE ,     0.571  ,2024-03-19 15:00:00
 1913 ,159797.XSHE ,     0.834  ,2024-03-19 15:00:00
 1914 ,159798.XSHE ,     0.924  ,2024-03-19 15:00:00
 1915 ,159801.XSHE ,     0.448  ,2024-03-19 15:00:00
 1916 ,159804.XSHE ,     1.031  ,2024-03-19 15:00:00
 1917 ,159805.XSHE ,     1.053  ,2024-03-19 15:00:00
 1918 ,159806.XSHE ,     0.503  ,2024-03-19 15:00:00
 1919 ,159807.XSHE ,     0.465  ,2024-03-19 15:00:00
 1920 ,159808.XSHE ,     0.714  ,2024-03-19 15:00:00
 1921 ,159810.XSHE ,     0.756  ,2024-03-19 15:00:00
 1922 ,159811.XSHE ,     1.029  ,2024-03-19 15:00:00
 1923 ,159812.XSHE ,     4.861  ,2024-03-19 15:00:00
 1924 ,159813.XSHE ,     0.578  ,2024-03-19 15:00:00
 1925 ,159814.XSHE ,     0.357  ,2024-03-19 15:00:00
 1926 ,159816.XSHE ,   109.374  ,2024-03-19 15:00:00
 1927 ,159819.XSHE ,     0.786  ,2024-03-19 15:00:00
 1928 ,159820.XSHE ,     0.896  ,2024-03-19 15:00:00
 1929 ,159821.XSHE ,     0.699  ,2024-03-19 15:00:00
 1930 ,159822.XSHE ,     0.543  ,2024-03-19 15:00:00
 1931 ,159823.XSHE ,     0.626  ,2024-03-19 15:00:00
 1932 ,159824.XSHE ,     0.765  ,2024-03-19 15:00:00
 1933 ,159825.XSHE ,     0.696  ,2024-03-19 15:00:00
 1934 ,159827.XSHE ,     0.735  ,2024-03-19 15:00:00
 1935 ,159828.XSHE ,     0.441  ,2024-03-19 15:00:00
 1936 ,159830.XSHE ,     4.746  ,2024-03-19 15:00:00
 1937 ,159831.XSHE ,     4.936  ,2024-03-19 15:00:00
 1938 ,159834.XSHE ,     5.086  ,2024-03-19 15:00:00
 1939 ,159835.XSHE ,     0.578  ,2024-03-19 15:00:00
 1940 ,159836.XSHE ,     0.706  ,2024-03-19 15:00:00
 1941 ,159837.XSHE ,     0.484  ,2024-03-19 15:00:00
 1942 ,159838.XSHE ,     0.582  ,2024-03-19 15:00:00
 1943 ,159839.XSHE ,     0.391  ,2024-03-19 15:00:00
 1944 ,159840.XSHE ,     0.479  ,2024-03-19 15:00:00
 1945 ,159841.XSHE ,     0.822  ,2024-03-19 15:00:00
 1946 ,159842.XSHE ,     0.862  ,2024-03-19 15:00:00
 1947 ,159843.XSHE ,     0.715  ,2024-03-19 15:00:00
 1948 ,159845.XSHE ,     2.255  ,2024-03-19 15:00:00
 1949 ,159847.XSHE ,     0.41   ,2024-03-19 15:00:00
 1950 ,159848.XSHE ,     0.726  ,2024-03-19 15:00:00
 1951 ,159849.XSHE ,     0.51   ,2024-03-19 15:00:00
 1952 ,159850.XSHE ,     0.57   ,2024-03-19 15:00:00
 1953 ,159851.XSHE ,     0.984  ,2024-03-19 15:00:00
 1954 ,159852.XSHE ,     0.701  ,2024-03-19 15:00:00
 1955 ,159855.XSHE ,     0.859  ,2024-03-19 15:00:00
 1956 ,159856.XSHE ,     0.481  ,2024-03-19 15:00:00
 1957 ,159857.XSHE ,     0.745  ,2024-03-19 15:00:00
 1958 ,159858.XSHE ,     0.577  ,2024-03-19 15:00:00
 1959 ,159859.XSHE ,     0.416  ,2024-03-19 15:00:00
 1960 ,159861.XSHE ,     0.863  ,2024-03-19 15:00:00
 1961 ,159862.XSHE ,     0.755  ,2024-03-19 15:00:00
 1962 ,159863.XSHE ,     0.587  ,2024-03-19 15:00:00
 1963 ,159864.XSHE ,     0.563  ,2024-03-19 15:00:00
 1964 ,159865.XSHE ,     0.619  ,2024-03-19 15:00:00
 1965 ,159866.XSHE ,     1.129  ,2024-03-19 15:00:00
 1966 ,159867.XSHE ,     0.624  ,2024-03-19 15:00:00
 1967 ,159869.XSHE ,     1.053  ,2024-03-19 15:00:00
 1968 ,159870.XSHE ,     0.59   ,2024-03-19 15:00:00
 1969 ,159871.XSHE ,     1.037  ,2024-03-19 15:00:00
 1970 ,159872.XSHE ,     0.808  ,2024-03-19 15:00:00
 1971 ,159873.XSHE ,     0.622  ,2024-03-19 15:00:00
 1972 ,159875.XSHE ,     0.495  ,2024-03-19 15:00:00
 1973 ,159876.XSHE ,     1.069  ,2024-03-19 15:00:00
 1974 ,159877.XSHE ,     0.635  ,2024-03-19 15:00:00
 1975 ,159880.XSHE ,     1.024  ,2024-03-19 15:00:00
 1976 ,159881.XSHE ,     0.99   ,2024-03-19 15:00:00
 1977 ,159883.XSHE ,     0.54   ,2024-03-19 15:00:00
 1978 ,159885.XSHE ,     0.591  ,2024-03-19 15:00:00
 1979 ,159886.XSHE ,     0.757  ,2024-03-19 15:00:00
 1980 ,159887.XSHE ,     0.929  ,2024-03-19 15:00:00
 1981 ,159888.XSHE ,     0.923  ,2024-03-19 15:00:00
 1982 ,159889.XSHE ,     0.803  ,2024-03-19 15:00:00
 1983 ,159890.XSHE ,     0.966  ,2024-03-19 15:00:00
 1984 ,159891.XSHE ,     0.479  ,2024-03-19 15:00:00
 1985 ,159892.XSHE ,     0.461  ,2024-03-19 15:00:00
 1986 ,159895.XSHE ,     0.743  ,2024-03-19 15:00:00
 1987 ,159896.XSHE ,     0.695  ,2024-03-19 15:00:00
 1988 ,159898.XSHE ,     0.565  ,2024-03-19 15:00:00
 1989 ,159899.XSHE ,     0.682  ,2024-03-19 15:00:00
 1990 ,159901.XSHE ,     2.515  ,2024-03-19 15:00:00
 1991 ,159902.XSHE ,     3.043  ,2024-03-19 15:00:00
 1992 ,159903.XSHE ,     1.141  ,2024-03-19 15:00:00
 1993 ,159905.XSHE ,     1.884  ,2024-03-19 15:00:00
 1994 ,159906.XSHE ,     0.808  ,2024-03-19 15:00:00
 1995 ,159907.XSHE ,     1.37   ,2024-03-19 15:00:00
 1996 ,159908.XSHE ,     1.736  ,2024-03-19 15:00:00
 1997 ,159909.XSHE ,     0.578  ,2024-03-19 15:00:00
 1998 ,159910.XSHE ,     1.953  ,2024-03-19 15:00:00
 1999 ,159912.XSHE ,     1.302  ,2024-03-19 15:00:00
 2000 ,159913.XSHE ,     1.964  ,2024-03-19 15:00:00
 2001 ,159915.XSHE ,     1.853  ,2024-03-19 15:00:00
 2002 ,159916.XSHE ,     4.379  ,2024-03-19 15:00:00
 2003 ,159918.XSHE ,     1.665  ,2024-03-19 15:00:00
 2004 ,159919.XSHE ,     3.71   ,2024-03-19 15:00:00
 2005 ,159920.XSHE ,     0.984  ,2024-03-19 15:00:00
 2006 ,159922.XSHE ,     5.683  ,2024-03-19 15:00:00
 2007 ,159923.XSHE ,     1.55   ,2024-03-19 15:00:00
 2008 ,159925.XSHE ,     3.576  ,2024-03-19 15:00:00
 2009 ,159928.XSHE ,     0.88   ,2024-03-19 15:00:00
 2010 ,159929.XSHE ,     1.346  ,2024-03-19 15:00:00
 2011 ,159930.XSHE ,     1.428  ,2024-03-19 15:00:00
 2012 ,159931.XSHE ,     1.415  ,2024-03-19 15:00:00
 2013 ,159933.XSHE ,     2.145  ,2024-03-19 15:00:00
 2014 ,159934.XSHE ,     4.817  ,2024-03-19 15:00:00
 2015 ,159935.XSHE ,     1.689  ,2024-03-19 15:00:00
 2016 ,159936.XSHE ,     1.676  ,2024-03-19 15:00:00
 2017 ,159937.XSHE ,     4.865  ,2024-03-19 15:00:00
 2018 ,159938.XSHE ,     0.652  ,2024-03-19 15:00:00
 2019 ,159939.XSHE ,     0.513  ,2024-03-19 15:00:00
 2020 ,159940.XSHE ,     0.9    ,2024-03-19 15:00:00
 2021 ,159941.XSHE ,     0.985  ,2024-03-19 15:00:00
 2022 ,159943.XSHE ,     1.006  ,2024-03-19 15:00:00
 2023 ,159944.XSHE ,     0.918  ,2024-03-19 15:00:00
 2024 ,159945.XSHE ,     1.16   ,2024-03-19 15:00:00
 2025 ,159948.XSHE ,     2.054  ,2024-03-19 15:00:00
 2026 ,159949.XSHE ,     0.811  ,2024-03-19 15:00:00
 2027 ,159952.XSHE ,     1.127  ,2024-03-19 15:00:00
 2028 ,159954.XSHE ,     0.622  ,2024-03-19 15:00:00
 2029 ,159956.XSHE ,     1.213  ,2024-03-19 15:00:00
 2030 ,159957.XSHE ,     1.222  ,2024-03-19 15:00:00
 2031 ,159958.XSHE ,     1.115  ,2024-03-19 15:00:00
 2032 ,159959.XSHE ,     1.333  ,2024-03-19 15:00:00
 2033 ,159960.XSHE ,     0.643  ,2024-03-19 15:00:00
 2034 ,159961.XSHE ,     1.502  ,2024-03-19 15:00:00
 2035 ,159964.XSHE ,     1.206  ,2024-03-19 15:00:00
 2036 ,159965.XSHE ,     1.288  ,2024-03-19 15:00:00
 2037 ,159966.XSHE ,     0.425  ,2024-03-19 15:00:00
 2038 ,159967.XSHE ,     0.436  ,2024-03-19 15:00:00
 2039 ,159968.XSHE ,     6.548  ,2024-03-19 15:00:00
 2040 ,159969.XSHE ,     1.078  ,2024-03-19 15:00:00
 2041 ,159970.XSHE ,     4.3    ,2024-03-19 15:00:00
 2042 ,159971.XSHE ,     1.3    ,2024-03-19 15:00:00
 2043 ,159972.XSHE ,   113.658  ,2024-03-19 15:00:00
 2044 ,159973.XSHE ,     1.165  ,2024-03-19 15:00:00
 2045 ,159974.XSHE ,     1.47   ,2024-03-19 15:00:00
 2046 ,159975.XSHE ,     0.513  ,2024-03-19 15:00:00
 2047 ,159976.XSHE ,     0.901  ,2024-03-19 15:00:00
 2048 ,159977.XSHE ,     1.945  ,2024-03-19 15:00:00
 2049 ,159980.XSHE ,     1.599  ,2024-03-19 15:00:00
 2050 ,159981.XSHE ,     1.638  ,2024-03-19 15:00:00
 2051 ,159982.XSHE ,     1.342  ,2024-03-19 15:00:00
 2052 ,159985.XSHE ,     2.168  ,2024-03-19 15:00:00
 2053 ,159987.XSHE ,     1.215  ,2024-03-19 15:00:00
 2054 ,159990.XSHE ,     1.221  ,2024-03-19 15:00:00
 2055 ,159991.XSHE ,     0.398  ,2024-03-19 15:00:00
 2056 ,159992.XSHE ,     0.738  ,2024-03-19 15:00:00
 2057 ,159993.XSHE ,     0.946  ,2024-03-19 15:00:00
 2058 ,159994.XSHE ,     0.811  ,2024-03-19 15:00:00
 2059 ,159995.XSHE ,     0.901  ,2024-03-19 15:00:00
 2060 ,159996.XSHE ,     1.126  ,2024-03-19 15:00:00
 2061 ,159997.XSHE ,     0.898  ,2024-03-19 15:00:00
 2062 ,159998.XSHE ,     0.784  ,2024-03-19 15:00:00
 2063 ,300001.XSHE ,    20.38   ,2024-03-19 15:00:00
 2064 ,300002.XSHE ,    10.5    ,2024-03-19 15:00:00
 2065 ,300003.XSHE ,    14.98   ,2024-03-19 15:00:00
 2066 ,300004.XSHE ,     4.96   ,2024-03-19 15:00:00
 2067 ,300005.XSHE ,     5.44   ,2024-03-19 15:00:00
 2068 ,300006.XSHE ,     3.07   ,2024-03-19 15:00:00
 2069 ,300007.XSHE ,    17.4    ,2024-03-19 15:00:00
 2070 ,300008.XSHE ,     3.88   ,2024-03-19 15:00:00
 2071 ,300009.XSHE ,    10.04   ,2024-03-19 15:00:00
 2072 ,300010.XSHE ,     2.46   ,2024-03-19 15:00:00
 2073 ,300011.XSHE ,     6.68   ,2024-03-19 15:00:00
 2074 ,300012.XSHE ,    13.03   ,2024-03-19 15:00:00
 2075 ,300013.XSHE ,     3.03   ,2024-03-19 15:00:00
 2076 ,300014.XSHE ,    41.6    ,2024-03-19 15:00:00
 2077 ,300015.XSHE ,    13.8    ,2024-03-19 15:00:00
 2078 ,300016.XSHE ,     5.27   ,2024-03-19 15:00:00
 2079 ,300017.XSHE ,     9.92   ,2024-03-19 15:00:00
 2080 ,300018.XSHE ,     5.29   ,2024-03-19 15:00:00
 2081 ,300019.XSHE ,    14.58   ,2024-03-19 15:00:00
 2082 ,300020.XSHE ,     7.18   ,2024-03-19 15:00:00
 2083 ,300021.XSHE ,     4.15   ,2024-03-19 15:00:00
 2084 ,300022.XSHE ,     4.32   ,2024-03-19 15:00:00
 2085 ,300024.XSHE ,    12.36   ,2024-03-19 15:00:00
 2086 ,300025.XSHE ,    10.99   ,2024-03-19 15:00:00
 2087 ,300026.XSHE ,     4.05   ,2024-03-19 15:00:00
 2088 ,300027.XSHE ,     2.37   ,2024-03-19 15:00:00
 2089 ,300029.XSHE ,     5.21   ,2024-03-19 15:00:00
 2090 ,300030.XSHE ,     5.72   ,2024-03-19 15:00:00
 2091 ,300031.XSHE ,    16.11   ,2024-03-19 15:00:00
 2092 ,300032.XSHE ,     4.6    ,2024-03-19 15:00:00
 2093 ,300033.XSHE ,   135.52   ,2024-03-19 15:00:00
 2094 ,300034.XSHE ,    16.91   ,2024-03-19 15:00:00
 2095 ,300035.XSHE ,     9.49   ,2024-03-19 15:00:00
 2096 ,300036.XSHE ,    17.48   ,2024-03-19 15:00:00
 2097 ,300037.XSHE ,    40.16   ,2024-03-19 15:00:00
 2098 ,300039.XSHE ,     6.48   ,2024-03-19 15:00:00
 2099 ,300040.XSHE ,     4.67   ,2024-03-19 15:00:00
 2100 ,300041.XSHE ,     9.12   ,2024-03-19 15:00:00
 2101 ,300042.XSHE ,    34.62   ,2024-03-19 15:00:00
 2102 ,300043.XSHE ,     3.13   ,2024-03-19 15:00:00
 2103 ,300044.XSHE ,     6.18   ,2024-03-19 15:00:00
 2104 ,300045.XSHE ,    26.0    ,2024-03-19 15:00:00
 2105 ,300046.XSHE ,    13.09   ,2024-03-19 15:00:00
 2106 ,300047.XSHE ,     8.48   ,2024-03-19 15:00:00
 2107 ,300048.XSHE ,     5.2    ,2024-03-19 15:00:00
 2108 ,300049.XSHE ,    55.25   ,2024-03-19 15:00:00
 2109 ,300050.XSHE ,     3.72   ,2024-03-19 15:00:00
 2110 ,300051.XSHE ,    10.24   ,2024-03-19 15:00:00
 2111 ,300052.XSHE ,    16.84   ,2024-03-19 15:00:00
 2112 ,300053.XSHE ,    12.21   ,2024-03-19 15:00:00
 2113 ,300054.XSHE ,    21.88   ,2024-03-19 15:00:00
 2114 ,300055.XSHE ,     5.15   ,2024-03-19 15:00:00
 2115 ,300056.XSHE ,     8.6    ,2024-03-19 15:00:00
 2116 ,300057.XSHE ,     5.03   ,2024-03-19 15:00:00
 2117 ,300058.XSHE ,     7.4    ,2024-03-19 15:00:00
 2118 ,300059.XSHE ,    13.71   ,2024-03-19 15:00:00
 2119 ,300061.XSHE ,     4.61   ,2024-03-19 15:00:00
 2120 ,300062.XSHE ,     5.13   ,2024-03-19 15:00:00
 2121 ,300063.XSHE ,     5.3    ,2024-03-19 15:00:00
 2122 ,300065.XSHE ,     8.75   ,2024-03-19 15:00:00
 2123 ,300066.XSHE ,     4.04   ,2024-03-19 15:00:00
 2124 ,300067.XSHE ,     4.42   ,2024-03-19 15:00:00
 2125 ,300068.XSHE ,    12.35   ,2024-03-19 15:00:00
 2126 ,300069.XSHE ,    11.62   ,2024-03-19 15:00:00
 2127 ,300070.XSHE ,     5.05   ,2024-03-19 15:00:00
 2128 ,300071.XSHE ,     3.02   ,2024-03-19 15:00:00
 2129 ,300072.XSHE ,     2.61   ,2024-03-19 15:00:00
 2130 ,300073.XSHE ,    35.84   ,2024-03-19 15:00:00
 2131 ,300074.XSHE ,     4.01   ,2024-03-19 15:00:00
 2132 ,300075.XSHE ,    15.6    ,2024-03-19 15:00:00
 2133 ,300076.XSHE ,     4.47   ,2024-03-19 15:00:00
 2134 ,300077.XSHE ,    11.07   ,2024-03-19 15:00:00
 2135 ,300078.XSHE ,     3.88   ,2024-03-19 15:00:00
 2136 ,300079.XSHE ,     5.19   ,2024-03-19 15:00:00
 2137 ,300080.XSHE ,     4.45   ,2024-03-19 15:00:00
 2138 ,300081.XSHE ,     8.41   ,2024-03-19 15:00:00
 2139 ,300082.XSHE ,     5.24   ,2024-03-19 15:00:00
 2140 ,300083.XSHE ,     5.31   ,2024-03-19 15:00:00
 2141 ,300084.XSHE ,     6.33   ,2024-03-19 15:00:00
 2142 ,300085.XSHE ,    11.97   ,2024-03-19 15:00:00
 2143 ,300086.XSHE ,     5.2    ,2024-03-19 15:00:00
 2144 ,300087.XSHE ,     8.17   ,2024-03-19 15:00:00
 2145 ,300088.XSHE ,     5.63   ,2024-03-19 15:00:00
 2146 ,300091.XSHE ,     2.28   ,2024-03-19 15:00:00
 2147 ,300092.XSHE ,    11.59   ,2024-03-19 15:00:00
 2148 ,300093.XSHE ,    21.6    ,2024-03-19 15:00:00
 2149 ,300094.XSHE ,     3.78   ,2024-03-19 15:00:00
 2150 ,300095.XSHE ,     7.05   ,2024-03-19 15:00:00
 2151 ,300096.XSHE ,     4.14   ,2024-03-19 15:00:00
 2152 ,300097.XSHE ,     8.32   ,2024-03-19 15:00:00
 2153 ,300098.XSHE ,     3.84   ,2024-03-19 15:00:00
 2154 ,300099.XSHE ,     5.31   ,2024-03-19 15:00:00
 2155 ,300100.XSHE ,     9.48   ,2024-03-19 15:00:00
 2156 ,300101.XSHE ,    18.17   ,2024-03-19 15:00:00
 2157 ,300102.XSHE ,     6.97   ,2024-03-19 15:00:00
 2158 ,300103.XSHE ,     4.58   ,2024-03-19 15:00:00
 2159 ,300105.XSHE ,     6.05   ,2024-03-19 15:00:00
 2160 ,300106.XSHE ,     7.29   ,2024-03-19 15:00:00
 2161 ,300107.XSHE ,     5.17   ,2024-03-19 15:00:00
 2162 ,300108.XSHE ,     2.5    ,2024-03-19 15:00:00
 2163 ,300109.XSHE ,    19.17   ,2024-03-19 15:00:00
 2164 ,300110.XSHE ,     3.68   ,2024-03-19 15:00:00
 2165 ,300111.XSHE ,     2.58   ,2024-03-19 15:00:00
 2166 ,300112.XSHE ,     9.14   ,2024-03-19 15:00:00
 2167 ,300113.XSHE ,    13.38   ,2024-03-19 15:00:00
 2168 ,300114.XSHE ,    43.6    ,2024-03-19 15:00:00
 2169 ,300115.XSHE ,    10.9    ,2024-03-19 15:00:00
 2170 ,300116.XSHE ,     1.29   ,2024-03-19 15:00:00
 2171 ,300117.XSHE ,     1.82   ,2024-03-19 15:00:00
 2172 ,300118.XSHE ,    16.2    ,2024-03-19 15:00:00
 2173 ,300119.XSHE ,    14.69   ,2024-03-19 15:00:00
 2174 ,300120.XSHE ,     5.46   ,2024-03-19 15:00:00
 2175 ,300121.XSHE ,     8.7    ,2024-03-19 15:00:00
 2176 ,300122.XSHE ,    50.4    ,2024-03-19 15:00:00
 2177 ,300123.XSHE ,     6.3    ,2024-03-19 15:00:00
 2178 ,300124.XSHE ,    62.94   ,2024-03-19 15:00:00
 2179 ,300125.XSHE ,     8.3    ,2024-03-19 15:00:00
 2180 ,300126.XSHE ,     5.58   ,2024-03-19 15:00:00
 2181 ,300127.XSHE ,    15.49   ,2024-03-19 15:00:00
 2182 ,300128.XSHE ,     4.55   ,2024-03-19 15:00:00
 2183 ,300129.XSHE ,     8.66   ,2024-03-19 15:00:00
 2184 ,300130.XSHE ,    23.65   ,2024-03-19 15:00:00
 2185 ,300131.XSHE ,     5.36   ,2024-03-19 15:00:00
 2186 ,300132.XSHE ,     4.06   ,2024-03-19 15:00:00
