index ,code        ,current     ,time
 3858 ,512710.XSHG ,     0.557  ,2024-03-19 15:00:00
 3859 ,512720.XSHG ,     0.933  ,2024-03-19 15:00:00
 3860 ,512730.XSHG ,     1.168  ,2024-03-19 15:00:00
 3861 ,512750.XSHG ,     1.164  ,2024-03-19 15:00:00
 3862 ,512760.XSHG ,     0.85   ,2024-03-19 15:00:00
 3863 ,512770.XSHG ,     1.187  ,2024-03-19 15:00:00
 3864 ,512800.XSHG ,     1.137  ,2024-03-19 15:00:00
 3865 ,512810.XSHG ,     1.05   ,2024-03-19 15:00:00
 3866 ,512820.XSHG ,     1.149  ,2024-03-19 15:00:00
 3867 ,512870.XSHG ,     1.113  ,2024-03-19 15:00:00
 3868 ,512880.XSHG ,     0.901  ,2024-03-19 15:00:00
 3869 ,512890.XSHG ,     0.1    ,2024-03-19 15:00:00
 3870 ,512900.XSHG ,     0.895  ,2024-03-19 15:00:00
 3871 ,512910.XSHG ,     0.898  ,2024-03-19 15:00:00
 3872 ,512930.XSHG ,     1.189  ,2024-03-19 15:00:00
 3873 ,512950.XSHG ,     1.24   ,2024-03-19 15:00:00
 3874 ,512960.XSHG ,     1.205  ,2024-03-19 15:00:00
 3875 ,512970.XSHG ,     1.042  ,2024-03-19 15:00:00
 3876 ,512980.XSHG ,     0.762  ,2024-03-19 15:00:00
 3877 ,512990.XSHG ,     1.435  ,2024-03-19 15:00:00
 3878 ,513000.XSHG ,     1.51   ,2024-03-19 15:00:00
 3879 ,513010.XSHG ,     0.489  ,2024-03-19 15:00:00
 3880 ,513020.XSHG ,     0.644  ,2024-03-19 15:00:00
 3881 ,513030.XSHG ,     1.356  ,2024-03-19 15:00:00
 3882 ,513040.XSHG ,     0.864  ,2024-03-19 15:00:00
 3883 ,513050.XSHG ,     0.92   ,2024-03-19 15:00:00
 3884 ,513060.XSHG ,     0.383  ,2024-03-19 15:00:00
 3885 ,513070.XSHG ,     0.854  ,2024-03-19 15:00:00
 3886 ,513080.XSHG ,     1.649  ,2024-03-19 15:00:00
 3887 ,513090.XSHG ,     0.97   ,2024-03-19 15:00:00
 3888 ,513100.XSHG ,     1.31   ,2024-03-19 15:00:00
 3889 ,513110.XSHG ,     1.495  ,2024-03-19 15:00:00
 3890 ,513120.XSHG ,     0.675  ,2024-03-19 15:00:00
 3891 ,513130.XSHG ,     0.47   ,2024-03-19 15:00:00
 3892 ,513140.XSHG ,     0.907  ,2024-03-19 15:00:00
 3893 ,513150.XSHG ,     0.658  ,2024-03-19 15:00:00
 3894 ,513160.XSHG ,     0.667  ,2024-03-19 15:00:00
 3895 ,513180.XSHG ,     0.476  ,2024-03-19 15:00:00
 3896 ,513190.XSHG ,     0.96   ,2024-03-19 15:00:00
 3897 ,513200.XSHG ,     0.676  ,2024-03-19 15:00:00
 3898 ,513220.XSHG ,     0.839  ,2024-03-19 15:00:00
 3899 ,513230.XSHG ,     0.678  ,2024-03-19 15:00:00
 3900 ,513260.XSHG ,     0.909  ,2024-03-19 15:00:00
 3901 ,513280.XSHG ,     0.646  ,2024-03-19 15:00:00
 3902 ,513290.XSHG ,     1.133  ,2024-03-19 15:00:00
 3903 ,513300.XSHG ,     1.66   ,2024-03-19 15:00:00
 3904 ,513310.XSHG ,     1.226  ,2024-03-19 15:00:00
 3905 ,513320.XSHG ,     0.831  ,2024-03-19 15:00:00
 3906 ,513330.XSHG ,     0.342  ,2024-03-19 15:00:00
 3907 ,513350.XSHG ,     1.078  ,2024-03-19 15:00:00
 3908 ,513360.XSHG ,     0.614  ,2024-03-19 15:00:00
 3909 ,513380.XSHG ,     0.861  ,2024-03-19 15:00:00
 3910 ,513390.XSHG ,     1.47   ,2024-03-19 15:00:00
 3911 ,513400.XSHG ,     0.999  ,2024-03-19 15:00:00
 3912 ,513500.XSHG ,     1.775  ,2024-03-19 15:00:00
 3913 ,513520.XSHG ,     1.54   ,2024-03-19 15:00:00
 3914 ,513530.XSHG ,     1.138  ,2024-03-19 15:00:00
 3915 ,513550.XSHG ,     0.707  ,2024-03-19 15:00:00
 3916 ,513560.XSHG ,     0.771  ,2024-03-19 15:00:00
 3917 ,513580.XSHG ,     0.479  ,2024-03-19 15:00:00
 3918 ,513590.XSHG ,     0.615  ,2024-03-19 15:00:00
 3919 ,513600.XSHG ,     1.84   ,2024-03-19 15:00:00
 3920 ,513630.XSHG ,     1.054  ,2024-03-19 15:00:00
 3921 ,513650.XSHG ,     1.326  ,2024-03-19 15:00:00
 3922 ,513660.XSHG ,     1.95   ,2024-03-19 15:00:00
 3923 ,513690.XSHG ,     0.74   ,2024-03-19 15:00:00
 3924 ,513700.XSHG ,     0.409  ,2024-03-19 15:00:00
 3925 ,513730.XSHG ,     1.022  ,2024-03-19 15:00:00
 3926 ,513750.XSHG ,     0.856  ,2024-03-19 15:00:00
 3927 ,513770.XSHG ,     0.649  ,2024-03-19 15:00:00
 3928 ,513800.XSHG ,     1.419  ,2024-03-19 15:00:00
 3929 ,513810.XSHG ,     1.047  ,2024-03-19 15:00:00
 3930 ,513850.XSHG ,     1.148  ,2024-03-19 15:00:00
 3931 ,513860.XSHG ,     0.416  ,2024-03-19 15:00:00
 3932 ,513870.XSHG ,     1.221  ,2024-03-19 15:00:00
 3933 ,513880.XSHG ,     1.419  ,2024-03-19 15:00:00
 3934 ,513890.XSHG ,     0.707  ,2024-03-19 15:00:00
 3935 ,513900.XSHG ,     0.703  ,2024-03-19 15:00:00
 3936 ,513910.XSHG ,     0.984  ,2024-03-19 15:00:00
 3937 ,513920.XSHG ,     1.053  ,2024-03-19 15:00:00
 3938 ,513950.XSHG ,     0.966  ,2024-03-19 15:00:00
 3939 ,513960.XSHG ,     0.973  ,2024-03-19 15:00:00
 3940 ,513970.XSHG ,     0.804  ,2024-03-19 15:00:00
 3941 ,513980.XSHG ,     0.415  ,2024-03-19 15:00:00
 3942 ,513990.XSHG ,     0.726  ,2024-03-19 15:00:00
 3943 ,515000.XSHG ,     1.161  ,2024-03-19 15:00:00
 3944 ,515010.XSHG ,     1.031  ,2024-03-19 15:00:00
 3945 ,515020.XSHG ,     1.197  ,2024-03-19 15:00:00
 3946 ,515030.XSHG ,     1.16   ,2024-03-19 15:00:00
 3947 ,515050.XSHG ,     0.987  ,2024-03-19 15:00:00
 3948 ,515060.XSHG ,     0.643  ,2024-03-19 15:00:00
 3949 ,515070.XSHG ,     1.005  ,2024-03-19 15:00:00
 3950 ,515080.XSHG ,     1.495  ,2024-03-19 15:00:00
 3951 ,515090.XSHG ,     1.083  ,2024-03-19 15:00:00
 3952 ,515100.XSHG ,     1.326  ,2024-03-19 15:00:00
 3953 ,515110.XSHG ,     1.246  ,2024-03-19 15:00:00
 3954 ,515120.XSHG ,     0.553  ,2024-03-19 15:00:00
 3955 ,515130.XSHG ,     1.101  ,2024-03-19 15:00:00
 3956 ,515150.XSHG ,     1.19   ,2024-03-19 15:00:00
 3957 ,515160.XSHG ,     1.158  ,2024-03-19 15:00:00
 3958 ,515170.XSHG ,     0.64   ,2024-03-19 15:00:00
 3959 ,515180.XSHG ,     1.31   ,2024-03-19 15:00:00
 3960 ,515190.XSHG ,     1.12   ,2024-03-19 15:00:00
 3961 ,515200.XSHG ,     1.426  ,2024-03-19 15:00:00
 3962 ,515210.XSHG ,     1.212  ,2024-03-19 15:00:00
 3963 ,515220.XSHG ,     2.516  ,2024-03-19 15:00:00
 3964 ,515230.XSHG ,     0.705  ,2024-03-19 15:00:00
 3965 ,515250.XSHG ,     0.825  ,2024-03-19 15:00:00
 3966 ,515260.XSHG ,     0.706  ,2024-03-19 15:00:00
 3967 ,515280.XSHG ,     1.165  ,2024-03-19 15:00:00
 3968 ,515290.XSHG ,     1.011  ,2024-03-19 15:00:00
 3969 ,515300.XSHG ,     1.376  ,2024-03-19 15:00:00
 3970 ,515310.XSHG ,     1.019  ,2024-03-19 15:00:00
 3971 ,515320.XSHG ,     0.663  ,2024-03-19 15:00:00
 3972 ,515330.XSHG ,     0.978  ,2024-03-19 15:00:00
 3973 ,515350.XSHG ,     4.53   ,2024-03-19 15:00:00
 3974 ,515360.XSHG ,     4.719  ,2024-03-19 15:00:00
 3975 ,515380.XSHG ,     3.902  ,2024-03-19 15:00:00
 3976 ,515390.XSHG ,     0.989  ,2024-03-19 15:00:00
 3977 ,515400.XSHG ,     0.747  ,2024-03-19 15:00:00
 3978 ,515450.XSHG ,     1.298  ,2024-03-19 15:00:00
 3979 ,515530.XSHG ,     2.891  ,2024-03-19 15:00:00
 3980 ,515550.XSHG ,     1.191  ,2024-03-19 15:00:00
 3981 ,515560.XSHG ,     0.823  ,2024-03-19 15:00:00
 3982 ,515580.XSHG ,     0.735  ,2024-03-19 15:00:00
 3983 ,515590.XSHG ,     1.338  ,2024-03-19 15:00:00
 3984 ,515600.XSHG ,     1.36   ,2024-03-19 15:00:00
 3985 ,515630.XSHG ,     1.005  ,2024-03-19 15:00:00
 3986 ,515650.XSHG ,     1.135  ,2024-03-19 15:00:00
 3987 ,515660.XSHG ,     4.2    ,2024-03-19 15:00:00
 3988 ,515670.XSHG ,     0.905  ,2024-03-19 15:00:00
 3989 ,515680.XSHG ,     1.381  ,2024-03-19 15:00:00
 3990 ,515700.XSHG ,     1.529  ,2024-03-19 15:00:00
 3991 ,515710.XSHG ,     0.674  ,2024-03-19 15:00:00
 3992 ,515750.XSHG ,     1.164  ,2024-03-19 15:00:00
 3993 ,515760.XSHG ,     1.052  ,2024-03-19 15:00:00
 3994 ,515770.XSHG ,     1.06   ,2024-03-19 15:00:00
 3995 ,515780.XSHG ,     1.209  ,2024-03-19 15:00:00
 3996 ,515790.XSHG ,     0.89   ,2024-03-19 15:00:00
 3997 ,515800.XSHG ,     0.91   ,2024-03-19 15:00:00
 3998 ,515810.XSHG ,     1.136  ,2024-03-19 15:00:00
 3999 ,515850.XSHG ,     1.105  ,2024-03-19 15:00:00
 4000 ,515860.XSHG ,     1.13   ,2024-03-19 15:00:00
 4001 ,515880.XSHG ,     1.233  ,2024-03-19 15:00:00
 4002 ,515890.XSHG ,     1.33   ,2024-03-19 15:00:00
 4003 ,515900.XSHG ,     1.367  ,2024-03-19 15:00:00
 4004 ,515910.XSHG ,     0.55   ,2024-03-19 15:00:00
 4005 ,515920.XSHG ,     0.71   ,2024-03-19 15:00:00
 4006 ,515950.XSHG ,     0.916  ,2024-03-19 15:00:00
 4007 ,515960.XSHG ,     0.791  ,2024-03-19 15:00:00
 4008 ,515980.XSHG ,     0.853  ,2024-03-19 15:00:00
 4009 ,515990.XSHG ,     1.215  ,2024-03-19 15:00:00
 4010 ,516000.XSHG ,     0.79   ,2024-03-19 15:00:00
 4011 ,516010.XSHG ,     1.044  ,2024-03-19 15:00:00
 4012 ,516020.XSHG ,     0.614  ,2024-03-19 15:00:00
 4013 ,516050.XSHG ,     0.602  ,2024-03-19 15:00:00
 4014 ,516060.XSHG ,     0.507  ,2024-03-19 15:00:00
 4015 ,516070.XSHG ,     0.436  ,2024-03-19 15:00:00
 4016 ,516080.XSHG ,     0.557  ,2024-03-19 15:00:00
 4017 ,516090.XSHG ,     0.4    ,2024-03-19 15:00:00
 4018 ,516100.XSHG ,     0.81   ,2024-03-19 15:00:00
 4019 ,516110.XSHG ,     1.071  ,2024-03-19 15:00:00
 4020 ,516120.XSHG ,     0.624  ,2024-03-19 15:00:00
 4021 ,516130.XSHG ,     0.765  ,2024-03-19 15:00:00
 4022 ,516150.XSHG ,     0.969  ,2024-03-19 15:00:00
 4023 ,516160.XSHG ,     0.64   ,2024-03-19 15:00:00
 4024 ,516180.XSHG ,     0.736  ,2024-03-19 15:00:00
 4025 ,516190.XSHG ,     0.963  ,2024-03-19 15:00:00
 4026 ,516200.XSHG ,     0.868  ,2024-03-19 15:00:00
 4027 ,516210.XSHG ,     0.969  ,2024-03-19 15:00:00
 4028 ,516220.XSHG ,     0.649  ,2024-03-19 15:00:00
 4029 ,516260.XSHG ,     0.73   ,2024-03-19 15:00:00
 4030 ,516270.XSHG ,     0.486  ,2024-03-19 15:00:00
 4031 ,516290.XSHG ,     0.55   ,2024-03-19 15:00:00
 4032 ,516300.XSHG ,     0.923  ,2024-03-19 15:00:00
 4033 ,516310.XSHG ,     0.925  ,2024-03-19 15:00:00
 4034 ,516320.XSHG ,     0.71   ,2024-03-19 15:00:00
 4035 ,516330.XSHG ,     0.87   ,2024-03-19 15:00:00
 4036 ,516350.XSHG ,     0.611  ,2024-03-19 15:00:00
 4037 ,516360.XSHG ,     0.669  ,2024-03-19 15:00:00
 4038 ,516380.XSHG ,     0.66   ,2024-03-19 15:00:00
 4039 ,516390.XSHG ,     0.627  ,2024-03-19 15:00:00
 4040 ,516480.XSHG ,     0.59   ,2024-03-19 15:00:00
 4041 ,516500.XSHG ,     0.626  ,2024-03-19 15:00:00
 4042 ,516510.XSHG ,     0.959  ,2024-03-19 15:00:00
 4043 ,516520.XSHG ,     0.89   ,2024-03-19 15:00:00
 4044 ,516530.XSHG ,     0.79   ,2024-03-19 15:00:00
 4045 ,516550.XSHG ,     0.619  ,2024-03-19 15:00:00
 4046 ,516560.XSHG ,     0.755  ,2024-03-19 15:00:00
 4047 ,516570.XSHG ,     0.739  ,2024-03-19 15:00:00
 4048 ,516580.XSHG ,     0.495  ,2024-03-19 15:00:00
 4049 ,516590.XSHG ,     0.825  ,2024-03-19 15:00:00
 4050 ,516600.XSHG ,     0.552  ,2024-03-19 15:00:00
 4051 ,516610.XSHG ,     0.53   ,2024-03-19 15:00:00
 4052 ,516620.XSHG ,     0.951  ,2024-03-19 15:00:00
 4053 ,516630.XSHG ,     0.934  ,2024-03-19 15:00:00
 4054 ,516640.XSHG ,     0.555  ,2024-03-19 15:00:00
 4055 ,516650.XSHG ,     0.987  ,2024-03-19 15:00:00
 4056 ,516660.XSHG ,     0.719  ,2024-03-19 15:00:00
 4057 ,516670.XSHG ,     0.669  ,2024-03-19 15:00:00
 4058 ,516690.XSHG ,     0.57   ,2024-03-19 15:00:00
 4059 ,516700.XSHG ,     0.788  ,2024-03-19 15:00:00
 4060 ,516710.XSHG ,     0.48   ,2024-03-19 15:00:00
 4061 ,516720.XSHG ,     0.794  ,2024-03-19 15:00:00
 4062 ,516730.XSHG ,     0.798  ,2024-03-19 15:00:00
 4063 ,516750.XSHG ,     0.657  ,2024-03-19 15:00:00
 4064 ,516760.XSHG ,     0.649  ,2024-03-19 15:00:00
 4065 ,516770.XSHG ,     1.067  ,2024-03-19 15:00:00
 4066 ,516780.XSHG ,     0.92   ,2024-03-19 15:00:00
 4067 ,516790.XSHG ,     0.62   ,2024-03-19 15:00:00
 4068 ,516800.XSHG ,     0.907  ,2024-03-19 15:00:00
 4069 ,516810.XSHG ,     0.691  ,2024-03-19 15:00:00
 4070 ,516820.XSHG ,     0.38   ,2024-03-19 15:00:00
 4071 ,516830.XSHG ,     0.74   ,2024-03-19 15:00:00
 4072 ,516850.XSHG ,     0.76   ,2024-03-19 15:00:00
 4073 ,516860.XSHG ,     0.843  ,2024-03-19 15:00:00
 4074 ,516880.XSHG ,     0.74   ,2024-03-19 15:00:00
 4075 ,516890.XSHG ,     0.504  ,2024-03-19 15:00:00
 4076 ,516900.XSHG ,     0.685  ,2024-03-19 15:00:00
 4077 ,516910.XSHG ,     0.921  ,2024-03-19 15:00:00
 4078 ,516920.XSHG ,     0.542  ,2024-03-19 15:00:00
 4079 ,516930.XSHG ,     0.504  ,2024-03-19 15:00:00
 4080 ,516950.XSHG ,     0.983  ,2024-03-19 15:00:00
 4081 ,516960.XSHG ,     0.732  ,2024-03-19 15:00:00
 4082 ,516970.XSHG ,     1.035  ,2024-03-19 15:00:00
 4083 ,516980.XSHG ,     0.887  ,2024-03-19 15:00:00
 4084 ,517000.XSHG ,     0.679  ,2024-03-19 15:00:00
 4085 ,517010.XSHG ,     0.77   ,2024-03-19 15:00:00
 4086 ,517030.XSHG ,     0.797  ,2024-03-19 15:00:00
 4087 ,517050.XSHG ,     0.537  ,2024-03-19 15:00:00
 4088 ,517080.XSHG ,     0.685  ,2024-03-19 15:00:00
 4089 ,517090.XSHG ,     1.357  ,2024-03-19 15:00:00
 4090 ,517100.XSHG ,     0.689  ,2024-03-19 15:00:00
 4091 ,517110.XSHG ,     0.52   ,2024-03-19 15:00:00
 4092 ,517120.XSHG ,     0.485  ,2024-03-19 15:00:00
 4093 ,517160.XSHG ,     0.655  ,2024-03-19 15:00:00
 4094 ,517170.XSHG ,     0.702  ,2024-03-19 15:00:00
 4095 ,517180.XSHG ,     1.434  ,2024-03-19 15:00:00
 4096 ,517200.XSHG ,     0.49   ,2024-03-19 15:00:00
 4097 ,517270.XSHG ,     0.663  ,2024-03-19 15:00:00
 4098 ,517280.XSHG ,     0.703  ,2024-03-19 15:00:00
 4099 ,517300.XSHG ,     0.651  ,2024-03-19 15:00:00
 4100 ,517330.XSHG ,     0.657  ,2024-03-19 15:00:00
 4101 ,517350.XSHG ,     0.538  ,2024-03-19 15:00:00
 4102 ,517360.XSHG ,     0.713  ,2024-03-19 15:00:00
 4103 ,517380.XSHG ,     0.495  ,2024-03-19 15:00:00
 4104 ,517390.XSHG ,     0.836  ,2024-03-19 15:00:00
 4105 ,517520.XSHG ,     1.112  ,2024-03-19 15:00:00
 4106 ,517550.XSHG ,     0.722  ,2024-03-19 15:00:00
 4107 ,517660.XSHG ,     0.749  ,2024-03-19 15:00:00
 4108 ,517760.XSHG ,     0.859  ,2024-03-19 15:00:00
 4109 ,517770.XSHG ,     0.854  ,2024-03-19 15:00:00
 4110 ,517800.XSHG ,     0.577  ,2024-03-19 15:00:00
 4111 ,517850.XSHG ,     0.715  ,2024-03-19 15:00:00
 4112 ,517880.XSHG ,     0.795  ,2024-03-19 15:00:00
 4113 ,517900.XSHG ,     0.978  ,2024-03-19 15:00:00
 4114 ,517960.XSHG ,     0.805  ,2024-03-19 15:00:00
 4115 ,517990.XSHG ,     0.761  ,2024-03-19 15:00:00
 4116 ,518600.XSHG ,     4.81   ,2024-03-19 15:00:00
 4117 ,518660.XSHG ,     4.864  ,2024-03-19 15:00:00
 4118 ,518680.XSHG ,     4.857  ,2024-03-19 15:00:00
 4119 ,518800.XSHG ,     4.815  ,2024-03-19 15:00:00
 4120 ,518850.XSHG ,     4.897  ,2024-03-19 15:00:00
 4121 ,518860.XSHG ,     4.881  ,2024-03-19 15:00:00
 4122 ,518880.XSHG ,     4.869  ,2024-03-19 15:00:00
 4123 ,518890.XSHG ,     4.891  ,2024-03-19 15:00:00
 4124 ,560000.XSHG ,     0.586  ,2024-03-19 15:00:00
 4125 ,560010.XSHG ,     2.246  ,2024-03-19 15:00:00
 4126 ,560020.XSHG ,     1.033  ,2024-03-19 15:00:00
 4127 ,560030.XSHG ,     1.02   ,2024-03-19 15:00:00
 4128 ,560050.XSHG ,     0.731  ,2024-03-19 15:00:00
 4129 ,560060.XSHG ,     0.709  ,2024-03-19 15:00:00
 4130 ,560070.XSHG ,     0.973  ,2024-03-19 15:00:00
 4131 ,560080.XSHG ,     1.135  ,2024-03-19 15:00:00
 4132 ,560090.XSHG ,     0.979  ,2024-03-19 15:00:00
 4133 ,560100.XSHG ,     0.893  ,2024-03-19 15:00:00
 4134 ,560110.XSHG ,     0.807  ,2024-03-19 15:00:00
 4135 ,560170.XSHG ,     0.8    ,2024-03-19 15:00:00
 4136 ,560180.XSHG ,     0.898  ,2024-03-19 15:00:00
 4137 ,560220.XSHG ,     0.96   ,2024-03-19 15:00:00
 4138 ,560260.XSHG ,     0.89   ,2024-03-19 15:00:00
 4139 ,560280.XSHG ,     1.076  ,2024-03-19 15:00:00
 4140 ,560300.XSHG ,     1.059  ,2024-03-19 15:00:00
 4141 ,560330.XSHG ,     0.982  ,2024-03-19 15:00:00
 4142 ,560350.XSHG ,     1.004  ,2024-03-19 15:00:00
 4143 ,560500.XSHG ,     0.86   ,2024-03-19 15:00:00
 4144 ,560550.XSHG ,     0.71   ,2024-03-19 15:00:00
 4145 ,560560.XSHG ,     0.557  ,2024-03-19 15:00:00
 4146 ,560580.XSHG ,     1.008  ,2024-03-19 15:00:00
 4147 ,560590.XSHG ,     0.995  ,2024-03-19 15:00:00
 4148 ,560650.XSHG ,     0.819  ,2024-03-19 15:00:00
 4149 ,560660.XSHG ,     0.897  ,2024-03-19 15:00:00
 4150 ,560680.XSHG ,     0.961  ,2024-03-19 15:00:00
 4151 ,560700.XSHG ,     0.975  ,2024-03-19 15:00:00
 4152 ,560780.XSHG ,     0.935  ,2024-03-19 15:00:00
 4153 ,560800.XSHG ,     0.6    ,2024-03-19 15:00:00
 4154 ,560860.XSHG ,     0.833  ,2024-03-19 15:00:00
 4155 ,560880.XSHG ,     1.155  ,2024-03-19 15:00:00
 4156 ,560900.XSHG ,     0.79   ,2024-03-19 15:00:00
 4157 ,560950.XSHG ,     0.938  ,2024-03-19 15:00:00
 4158 ,560960.XSHG ,     0.754  ,2024-03-19 15:00:00
 4159 ,560980.XSHG ,     0.59   ,2024-03-19 15:00:00
 4160 ,560990.XSHG ,     0.753  ,2024-03-19 15:00:00
 4161 ,561000.XSHG ,     0.963  ,2024-03-19 15:00:00
 4162 ,561010.XSHG ,     0.898  ,2024-03-19 15:00:00
 4163 ,561060.XSHG ,     1.009  ,2024-03-19 15:00:00
 4164 ,561100.XSHG ,     0.68   ,2024-03-19 15:00:00
 4165 ,561120.XSHG ,     0.99   ,2024-03-19 15:00:00
 4166 ,561130.XSHG ,     0.718  ,2024-03-19 15:00:00
 4167 ,561160.XSHG ,     0.48   ,2024-03-19 15:00:00
 4168 ,561170.XSHG ,     1.05   ,2024-03-19 15:00:00
 4169 ,561180.XSHG ,     0.941  ,2024-03-19 15:00:00
 4170 ,561190.XSHG ,     0.715  ,2024-03-19 15:00:00
 4171 ,561200.XSHG ,     1.053  ,2024-03-19 15:00:00
 4172 ,561230.XSHG ,     1.006  ,2024-03-19 15:00:00
 4173 ,561260.XSHG ,     1.043  ,2024-03-19 15:00:00
 4174 ,561280.XSHG ,     0.951  ,2024-03-19 15:00:00
 4175 ,561300.XSHG ,     0.72   ,2024-03-19 15:00:00
 4176 ,561310.XSHG ,     0.63   ,2024-03-19 15:00:00
 4177 ,561320.XSHG ,     0.866  ,2024-03-19 15:00:00
 4178 ,561330.XSHG ,     0.97   ,2024-03-19 15:00:00
 4179 ,561350.XSHG ,     0.821  ,2024-03-19 15:00:00
 4180 ,561360.XSHG ,     1.053  ,2024-03-19 15:00:00
 4181 ,561370.XSHG ,     0.927  ,2024-03-19 15:00:00
 4182 ,561500.XSHG ,     0.643  ,2024-03-19 15:00:00
 4183 ,561510.XSHG ,     1.114  ,2024-03-19 15:00:00
 4184 ,561550.XSHG ,     0.861  ,2024-03-19 15:00:00
 4185 ,561560.XSHG ,     1.15   ,2024-03-19 15:00:00
 4186 ,561580.XSHG ,     1.02   ,2024-03-19 15:00:00
 4187 ,561590.XSHG ,     0.91   ,2024-03-19 15:00:00
 4188 ,561600.XSHG ,     0.658  ,2024-03-19 15:00:00
 4189 ,561700.XSHG ,     1.006  ,2024-03-19 15:00:00
 4190 ,561710.XSHG ,     0.701  ,2024-03-19 15:00:00
 4191 ,561780.XSHG ,     0.967  ,2024-03-19 15:00:00
 4192 ,561790.XSHG ,     1.043  ,2024-03-19 15:00:00
 4193 ,561800.XSHG ,     0.552  ,2024-03-19 15:00:00
 4194 ,561900.XSHG ,     0.749  ,2024-03-19 15:00:00
 4195 ,561910.XSHG ,     0.476  ,2024-03-19 15:00:00
 4196 ,561920.XSHG ,     0.784  ,2024-03-19 15:00:00
 4197 ,561950.XSHG ,     0.944  ,2024-03-19 15:00:00
 4198 ,561960.XSHG ,     1.002  ,2024-03-19 15:00:00
 4199 ,561980.XSHG ,     0.951  ,2024-03-19 15:00:00
 4200 ,561990.XSHG ,     0.774  ,2024-03-19 15:00:00
 4201 ,562000.XSHG ,     0.85   ,2024-03-19 15:00:00
 4202 ,562010.XSHG ,     0.693  ,2024-03-19 15:00:00
 4203 ,562030.XSHG ,     0.858  ,2024-03-19 15:00:00
 4204 ,562060.XSHG ,     1.065  ,2024-03-19 15:00:00
 4205 ,562300.XSHG ,     0.56   ,2024-03-19 15:00:00
 4206 ,562310.XSHG ,     0.731  ,2024-03-19 15:00:00
 4207 ,562320.XSHG ,     1.051  ,2024-03-19 15:00:00
 4208 ,562330.XSHG ,     0.97   ,2024-03-19 15:00:00
 4209 ,562350.XSHG ,     1.011  ,2024-03-19 15:00:00
 4210 ,562360.XSHG ,     0.823  ,2024-03-19 15:00:00
 4211 ,562380.XSHG ,     0.812  ,2024-03-19 15:00:00
 4212 ,562390.XSHG ,     1.041  ,2024-03-19 15:00:00
 4213 ,562500.XSHG ,     0.751  ,2024-03-19 15:00:00
 4214 ,562510.XSHG ,     0.733  ,2024-03-19 15:00:00
 4215 ,562520.XSHG ,     0.924  ,2024-03-19 15:00:00
 4216 ,562530.XSHG ,     0.998  ,2024-03-19 15:00:00
 4217 ,562550.XSHG ,     1.038  ,2024-03-19 15:00:00
 4218 ,562590.XSHG ,     0.912  ,2024-03-19 15:00:00
 4219 ,562600.XSHG ,     0.948  ,2024-03-19 15:00:00
 4220 ,562660.XSHG ,     0.949  ,2024-03-19 15:00:00
 4221 ,562800.XSHG ,     0.51   ,2024-03-19 15:00:00
 4222 ,562850.XSHG ,     1.042  ,2024-03-19 15:00:00
 4223 ,562860.XSHG ,     0.745  ,2024-03-19 15:00:00
 4224 ,562880.XSHG ,     0.502  ,2024-03-19 15:00:00
 4225 ,562890.XSHG ,     0.999  ,2024-03-19 15:00:00
 4226 ,562900.XSHG ,     0.749  ,2024-03-19 15:00:00
 4227 ,562910.XSHG ,     0.611  ,2024-03-19 15:00:00
 4228 ,562920.XSHG ,     0.817  ,2024-03-19 15:00:00
 4229 ,562930.XSHG ,     0.711  ,2024-03-19 15:00:00
 4230 ,562950.XSHG ,     0.645  ,2024-03-19 15:00:00
 4231 ,562960.XSHG ,     1.044  ,2024-03-19 15:00:00
 4232 ,562990.XSHG ,     0.72   ,2024-03-19 15:00:00
 4233 ,563000.XSHG ,     0.73   ,2024-03-19 15:00:00
 4234 ,563010.XSHG ,     0.982  ,2024-03-19 15:00:00
 4235 ,563020.XSHG ,     1.08   ,2024-03-19 15:00:00
 4236 ,563030.XSHG ,     0.904  ,2024-03-19 15:00:00
 4237 ,563050.XSHG ,     0.815  ,2024-03-19 15:00:00
 4238 ,563080.XSHG ,     1.005  ,2024-03-19 15:00:00
 4239 ,563200.XSHG ,     0.935  ,2024-03-19 15:00:00
 4240 ,563300.XSHG ,     0.936  ,2024-03-19 15:00:00
 4241 ,563330.XSHG ,     0.974  ,2024-03-19 15:00:00
 4242 ,563350.XSHG ,     1.01   ,2024-03-19 15:00:00
 4243 ,588000.XSHG ,     0.852  ,2024-03-19 15:00:00
 4244 ,588010.XSHG ,     0.549  ,2024-03-19 15:00:00
 4245 ,588020.XSHG ,     0.918  ,2024-03-19 15:00:00
 4246 ,588030.XSHG ,     0.864  ,2024-03-19 15:00:00
 4247 ,588050.XSHG ,     0.84   ,2024-03-19 15:00:00
 4248 ,588060.XSHG ,     0.518  ,2024-03-19 15:00:00
 4249 ,588080.XSHG ,     0.83   ,2024-03-19 15:00:00
 4250 ,588090.XSHG ,     0.838  ,2024-03-19 15:00:00
 4251 ,588100.XSHG ,     0.974  ,2024-03-19 15:00:00
 4252 ,588110.XSHG ,     0.912  ,2024-03-19 15:00:00
 4253 ,588120.XSHG ,     0.868  ,2024-03-19 15:00:00
 4254 ,588150.XSHG ,     0.569  ,2024-03-19 15:00:00
 4255 ,588160.XSHG ,     0.554  ,2024-03-19 15:00:00
 4256 ,588180.XSHG ,     0.53   ,2024-03-19 15:00:00
